1.28e+02,-5.05e+00,-4.55e+00,-4.55e+00,1.60e+01,3.90e+01
2.56e+02,-5.05e+00,-4.55e+00,-4.55e+00,1.60e+01,3.90e+01
3.84e+02,-5.05e+00,-4.55e+00,-4.55e+00,1.60e+01,3.90e+01
5.12e+02,-5.05e+00,-4.55e+00,-4.55e+00,1.60e+01,3.90e+01
6.40e+02,-5.05e+00,-4.55e+00,-4.55e+00,1.60e+01,3.90e+01
7.68e+02,-5.05e+00,-4.55e+00,-4.55e+00,1.60e+01,3.90e+01
8.96e+02,-5.05e+00,-4.55e+00,-4.55e+00,1.60e+01,3.90e+01
1.02e+03,-5.05e+00,-4.55e+00,-4.55e+00,1.60e+01,3.90e+01
1.15e+03,-5.05e+00,-4.55e+00,-4.55e+00,1.60e+01,3.90e+01
1.28e+03,-5.05e+00,-4.55e+00,-4.55e+00,1.60e+01,3.90e+01
1.41e+03,-5.05e+00,-4.55e+00,-4.55e+00,1.60e+01,3.90e+01
1.54e+03,-5.05e+00,-4.55e+00,-4.55e+00,1.60e+01,3.90e+01
1.66e+03,-5.05e+00,-4.55e+00,-4.55e+00,1.60e+01,3.90e+01
1.79e+03,-5.05e+00,-4.30e+00,-4.30e+00,1.60e+01,3.90e+01
1.92e+03,-4.80e+00,-4.30e+00,-4.30e+00,1.60e+01,3.90e+01
2.05e+03,-4.80e+00,-4.30e+00,-4.30e+00,1.60e+01,3.90e+01
2.18e+03,-5.05e+00,-4.30e+00,-4.30e+00,1.60e+01,3.90e+01
2.30e+03,-4.80e+00,-4.30e+00,-4.30e+00,1.60e+01,3.90e+01
2.43e+03,-4.80e+00,-4.30e+00,-4.30e+00,1.60e+01,3.90e+01
2.56e+03,-4.92e+00,-4.30e+00,-4.30e+00,1.60e+01,3.90e+01
2.69e+03,-4.80e+00,-4.30e+00,-4.30e+00,1.60e+01,3.90e+01
2.82e+03,-4.80e+00,-4.30e+00,-4.30e+00,1.60e+01,3.90e+01
2.94e+03,-5.05e+00,-4.30e+00,-4.30e+00,1.60e+01,3.90e+01
3.07e+03,-4.80e+00,-4.30e+00,-4.30e+00,1.60e+01,3.90e+01
3.20e+03,-4.80e+00,-4.30e+00,-4.30e+00,1.60e+01,3.90e+01
3.33e+03,-4.80e+00,-4.30e+00,-4.30e+00,1.60e+01,3.90e+01
3.46e+03,-4.80e+00,-4.30e+00,-4.30e+00,1.60e+01,3.90e+01
3.58e+03,-4.80e+00,-4.30e+00,-4.30e+00,1.60e+01,3.90e+01
3.71e+03,-4.80e+00,-4.30e+00,-4.30e+00,1.60e+01,3.90e+01
3.84e+03,-4.80e+00,-4.30e+00,-4.30e+00,1.60e+01,3.90e+01
3.97e+03,-4.80e+00,-4.30e+00,-4.30e+00,1.60e+01,3.90e+01
4.10e+03,-4.80e+00,-4.30e+00,-4.30e+00,1.60e+01,3.90e+01
4.22e+03,-4.80e+00,-4.05e+00,-4.05e+00,1.60e+01,3.90e+01
4.35e+03,-4.80e+00,-4.05e+00,-4.05e+00,1.60e+01,3.90e+01
4.48e+03,-4.80e+00,-4.05e+00,-4.05e+00,1.60e+01,3.90e+01
4.61e+03,-4.92e+00,-4.05e+00,-4.05e+00,1.60e+01,3.90e+01
4.74e+03,-5.05e+00,-4.05e+00,-4.05e+00,1.60e+01,3.90e+01
4.86e+03,-4.80e+00,-4.05e+00,-4.05e+00,1.60e+01,3.90e+01
4.99e+03,-4.80e+00,-4.05e+00,-4.05e+00,1.60e+01,3.90e+01
5.12e+03,-4.80e+00,-4.05e+00,-4.05e+00,1.60e+01,3.90e+01
5.25e+03,-5.05e+00,-4.05e+00,-4.05e+00,1.60e+01,3.90e+01
5.38e+03,-5.05e+00,-4.05e+00,-4.05e+00,1.60e+01,3.90e+01
5.50e+03,-4.80e+00,-4.05e+00,-4.05e+00,1.60e+01,3.90e+01
5.63e+03,-4.80e+00,-4.05e+00,-4.05e+00,1.60e+01,3.90e+01
5.76e+03,-4.80e+00,-4.05e+00,-4.05e+00,1.60e+01,3.90e+01
5.89e+03,-4.80e+00,-4.05e+00,-4.05e+00,1.60e+01,3.90e+01
6.02e+03,-4.80e+00,-4.05e+00,-4.05e+00,1.60e+01,3.90e+01
6.14e+03,-4.80e+00,-4.05e+00,-4.05e+00,1.60e+01,3.90e+01
6.27e+03,-4.80e+00,-4.05e+00,-4.05e+00,1.60e+01,3.90e+01
6.40e+03,-4.80e+00,-4.05e+00,-4.05e+00,1.60e+01,3.90e+01
6.53e+03,-4.80e+00,-4.05e+00,-4.05e+00,1.60e+01,3.90e+01
6.66e+03,-4.80e+00,-4.05e+00,-4.05e+00,1.60e+01,3.90e+01
6.78e+03,-4.80e+00,-4.05e+00,-4.05e+00,1.60e+01,3.90e+01
6.91e+03,-4.80e+00,-4.05e+00,-4.05e+00,1.60e+01,3.90e+01
7.04e+03,-5.05e+00,-4.05e+00,-4.05e+00,1.60e+01,3.90e+01
7.17e+03,-4.80e+00,-4.05e+00,-4.05e+00,1.60e+01,3.90e+01
7.30e+03,-4.80e+00,-4.05e+00,-4.05e+00,1.60e+01,3.90e+01
7.42e+03,-4.80e+00,-4.05e+00,-4.05e+00,1.60e+01,3.90e+01
7.55e+03,-4.80e+00,-4.05e+00,-4.05e+00,1.60e+01,3.90e+01
7.68e+03,-4.80e+00,-4.05e+00,-4.05e+00,1.60e+01,3.90e+01
7.81e+03,-4.80e+00,-4.05e+00,-4.05e+00,1.60e+01,3.90e+01
7.94e+03,-4.80e+00,-4.05e+00,-4.05e+00,1.60e+01,3.90e+01
8.06e+03,-4.80e+00,-4.05e+00,-4.05e+00,1.60e+01,3.90e+01
8.19e+03,-4.80e+00,-4.05e+00,-4.05e+00,1.60e+01,3.90e+01
8.32e+03,-4.80e+00,-4.05e+00,-4.05e+00,1.60e+01,3.90e+01
