1.28e+02,-3.96e+00,-2.29e+00,-2.29e+00,9.00e+00,1.40e+01
2.56e+02,-3.77e+00,-1.45e+00,-1.45e+00,9.00e+00,1.40e+01
3.84e+02,-3.59e+00,-1.45e+00,-1.45e+00,9.00e+00,1.40e+01
5.12e+02,-3.47e+00,-1.41e+00,-1.41e+00,9.00e+00,1.40e+01
6.40e+02,-3.35e+00,-9.39e-01,-9.39e-01,9.00e+00,1.40e+01
7.68e+02,-3.12e+00,-9.39e-01,-9.39e-01,9.00e+00,1.40e+01
8.96e+02,-3.06e+00,-3.04e-01,-3.04e-01,9.00e+00,1.40e+01
1.02e+03,-3.01e+00,-2.14e-01,-2.14e-01,9.00e+00,1.40e+01
1.15e+03,-3.03e+00,-5.50e-02,-5.36e-02,9.00e+00,1.40e+01
1.28e+03,-2.90e+00,-4.88e-02,-4.88e-02,9.00e+00,1.40e+01
1.41e+03,-2.93e+00,1.87e-02,1.87e-02,9.00e+00,1.40e+01
1.54e+03,-2.71e+00,2.09e-01,2.09e-01,9.00e+00,1.40e+01
1.66e+03,-2.76e+00,7.37e-01,7.37e-01,9.00e+00,1.40e+01
1.79e+03,-2.87e+00,7.37e-01,7.37e-01,9.00e+00,1.40e+01
1.92e+03,-2.80e+00,7.37e-01,7.37e-01,9.00e+00,1.40e+01
2.05e+03,-2.84e+00,7.37e-01,7.37e-01,9.00e+00,1.40e+01
2.18e+03,-2.95e+00,7.37e-01,7.37e-01,9.00e+00,1.40e+01
2.30e+03,-2.75e+00,1.74e+00,1.74e+00,9.00e+00,1.40e+01
2.43e+03,-2.65e+00,1.74e+00,1.74e+00,9.00e+00,1.40e+01
2.56e+03,-2.67e+00,1.99e+00,1.99e+00,9.00e+00,1.40e+01
2.69e+03,-2.59e+00,1.99e+00,1.99e+00,9.00e+00,1.40e+01
2.82e+03,-2.63e+00,1.99e+00,1.99e+00,9.00e+00,1.40e+01
2.94e+03,-2.85e+00,1.99e+00,1.99e+00,9.00e+00,1.40e+01
3.07e+03,-2.59e+00,2.24e+00,2.24e+00,9.00e+00,1.40e+01
3.20e+03,-2.55e+00,2.24e+00,2.24e+00,9.00e+00,1.40e+01
3.33e+03,-2.71e+00,2.24e+00,2.24e+00,9.00e+00,1.40e+01
3.46e+03,-2.45e+00,2.24e+00,2.24e+00,9.00e+00,1.40e+01
3.58e+03,-2.50e+00,2.24e+00,2.24e+00,9.00e+00,1.40e+01
3.71e+03,-2.39e+00,2.24e+00,2.24e+00,9.00e+00,1.40e+01
3.84e+03,-2.28e+00,2.99e+00,2.99e+00,9.00e+00,1.40e+01
3.97e+03,-2.40e+00,6.24e+00,6.24e+00,9.00e+00,1.40e+01
4.10e+03,-2.13e+00,6.24e+00,6.24e+00,9.00e+00,1.40e+01
4.22e+03,-2.36e+00,6.24e+00,6.24e+00,9.00e+00,1.40e+01
4.35e+03,-2.76e+00,6.24e+00,6.24e+00,9.00e+00,1.40e+01
