1.28e+02,-3.68e+00,-1.51e+00,-1.51e+00,1.00e+01,2.10e+01
2.56e+02,-3.51e+00,-1.51e+00,-1.51e+00,1.00e+01,2.10e+01
3.84e+02,-3.34e+00,-7.35e-01,-7.35e-01,1.00e+01,2.10e+01
5.12e+02,-3.09e+00,-7.35e-01,-7.35e-01,1.00e+01,2.10e+01
6.40e+02,-2.87e+00,-2.32e-01,-2.32e-01,1.00e+01,2.10e+01
7.68e+02,-2.89e+00,5.71e-01,5.71e-01,1.00e+01,2.10e+01
8.96e+02,-2.75e+00,5.71e-01,5.71e-01,1.00e+01,2.10e+01
1.02e+03,-2.71e+00,4.08e-01,5.71e-01,1.00e+01,2.10e+01
1.15e+03,-2.77e+00,4.08e-01,5.71e-01,1.00e+01,2.10e+01
1.28e+03,-2.81e+00,4.08e-01,5.71e-01,1.00e+01,2.10e+01
1.41e+03,-2.61e+00,4.08e-01,5.71e-01,1.00e+01,2.10e+01
1.54e+03,-2.62e+00,4.89e-01,5.71e-01,1.00e+01,2.10e+01
1.66e+03,-2.70e+00,5.71e-01,5.71e-01,1.00e+01,2.10e+01
1.79e+03,-2.72e+00,4.89e-01,5.71e-01,1.00e+01,2.10e+01
1.92e+03,-2.57e+00,5.71e-01,5.71e-01,1.00e+01,2.10e+01
2.05e+03,-2.58e+00,1.69e+00,1.69e+00,1.00e+01,2.10e+01
2.18e+03,-2.44e+00,2.60e+00,1.78e+00,1.00e+01,2.10e+01
2.30e+03,-2.51e+00,1.69e+00,1.78e+00,1.00e+01,2.10e+01
2.43e+03,-2.52e+00,1.69e+00,1.78e+00,1.00e+01,2.10e+01
2.56e+03,-2.43e+00,2.01e+00,1.78e+00,1.00e+01,2.10e+01
2.69e+03,-2.40e+00,3.71e+00,1.78e+00,1.00e+01,2.10e+01
2.82e+03,-2.38e+00,3.71e+00,1.78e+00,1.00e+01,2.10e+01
2.94e+03,-2.18e+00,3.71e+00,1.78e+00,1.00e+01,2.10e+01
3.07e+03,-2.31e+00,3.71e+00,1.78e+00,1.00e+01,2.10e+01
